,Weight (kg),Height (m),Fat_Percentage,Water_Intake (liters),BMI,Physical exercise,Proteins,Calories,BMI_calc,cal_from_macros,protein_per_kg,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc
17219,50.72,1.61,21.84580863067288,2.47,19.57,-0.01,77.5,1284.0,19.56714632923112,1539.59,1.5279968454258674,127.80999999999996,39.63980586252272,766.0691999999999,5.011709255727621e+19
17220,55.77,1.55,26.034980119354607,1.8,23.21,-0.0,85.32,1607.0,23.21331945889698,1727.04,1.5298547606239912,542.29,41.25029158743594,730.0470000000001,5.198475616356955e+19
17221,89.1,1.99,26.96538594809465,2.01,22.5,1.01,129.47,2426.0,22.49943183252948,2571.23,1.4530864197530864,576.46,65.07384112024766,948.528,6.625006549869908e+19
17222,125.98,1.83,35.0,2.11,37.62,0.02,123.64,3439.0,37.61832243423213,2468.48,0.98142562311478,2647.0,81.887,796.2020000000001,1.1368078038580924e+20
17223,73.68,1.77,24.429414355270627,2.59,23.52,3.0,136.68,2026.0,23.518146126591976,2739.11,1.8550488599348527,339.22,55.680407503036605,868.7872,6.723073375049501e+19
17224,64.25,1.87,20.525465508668884,2.11,18.37,-0.01,80.86,1731.0,18.37341645457405,1607.5300000000002,1.2585214007782102,1308.6,51.06238841068024,439.1424,7.347431759797034e+19
17225,120.47,1.96,35.0,2.59,31.36,0.0,91.71,3175.0,31.35932944606414,1807.21,0.7612683655681912,2391.36,78.3055,458.289,9.173304480697033e+19
17226,48.31,1.67,20.971453528814003,3.0,17.32,-0.02,115.81,1395.0,17.322241744056797,2312.86,2.397226247153798,-283.8399999999999,38.17869080022996,974.251,8.740429506435998e+19
17227,76.39,1.86,23.82343467895662,2.79,22.08,-0.01,82.08,1905.0,22.080587351138856,1659.41,1.074486189291792,400.2000000000001,58.19127824874504,804.4751999999999,9.239404871646198e+19
17228,87.83,1.64,30.252657507795696,3.5,32.66,-0.01,98.36,2313.0,32.655413444378354,1970.54,1.1198906979392007,-393.8600000000001,61.25909091090305,1281.1176,6.650606709027258e+19
17229,78.47,1.55,28.944811469579587,1.69,32.66,0.02,90.37,2056.0,32.66181061394381,1813.68,1.1516503122212312,1379.63,55.7570064398209,394.5536,9.120300494211996e+19
17230,71.64,1.96,22.50813557995476,2.49,18.65,1.99,108.54,1913.0,18.6484798000833,2161.8,1.5150753768844225,1397.26,55.51517167052041,350.9584,6.42019172018464e+19
17231,57.76,1.72,22.550425962302025,2.72,19.52,0.01,76.94,1604.0,19.52406706327745,1539.2200000000005,1.3320637119113574,-1084.4,44.73487396417435,1290.0936,7.35268112345391e+19
17232,102.0,1.83,31.7682157903802,3.49,30.46,0.01,64.41,2816.0,30.457762250291136,1279.6,0.6314705882352941,1800.8,69.5964198938122,974.9586,7.824023852476791e+19
17233,72.4,1.6,28.713008466689363,1.91,28.28,0.02,71.69,1828.0,28.28125,1442.84,0.9901933701657456,764.1700000000001,51.61178187011691,628.8480000000001,1.0237779769485536e+20
17234,72.75,1.86,25.79926541298043,3.41,21.03,-0.03,111.77,2010.0,21.0284425945196,2240.8,1.5363573883161512,594.02,53.98103441205674,892.1362,6.90976705466776e+19
17235,114.89,1.86,34.04640176455438,3.59,33.21,0.01,112.76,3123.0,33.209041507688745,2248.13,0.9814605274610496,2224.58,75.77408901270347,950.8576,8.564759209128075e+19
17236,77.71,1.79,23.839564380798603,2.22,24.25,0.0,83.87,2040.0,24.253300458787177,1683.74,1.079269077338824,335.45000000000005,59.1842745196814,1015.2,1.0887142148045316e+20
17237,57.9,1.58,26.20016704230806,2.2,23.19,0.01,89.33,1524.0,23.19339849383111,1772.1,1.542832469775475,534.31,42.730103282503634,1004.7306,1.2654337738119043e+20
17238,51.09,1.71,18.58645489286738,2.2,17.47,1.02,124.34,1441.0,17.472042679798914,2467.52,2.4337443726756702,401.6099999999999,41.59418019523406,726.8832,6.275578608299879e+19
17239,50.19,1.69,19.956149152587724,1.71,17.57,-0.01,99.54,1512.0,17.572914113651485,1992.51,1.98326359832636,-472.9500000000001,40.17400874031622,1077.3000000000002,1.0666782746502812e+20
17240,66.05,1.85,20.97182374566439,3.19,19.3,0.99,117.55,1730.0,19.298758217677133,2351.87,1.7797123391370175,691.5999999999999,52.198110415988666,872.3267999999999,1.3507420234835476e+20
17241,62.91,1.63,26.225506829149403,2.18,23.68,0.0,86.12,1611.0,23.67797056720238,1717.1099999999997,1.3689397552058498,1175.4,46.41153365378211,472.7712000000001,1.044081959870634e+20
17242,94.36,1.84,30.2700275398403,3.08,27.87,2.03,118.25,2619.0,27.870982986767483,2372.33,1.253179313268334,1266.75,65.7972020134067,839.75,6.18176802808406e+19
17243,48.99,1.68,20.72470608933039,1.59,17.36,0.99,110.33,1401.0,17.35756802721089,2201.92,2.252092263727292,-112.88000000000012,38.83696648683704,831.35,5.694473825199164e+19
17244,87.86,1.71,31.815127963877288,3.51,30.05,0.01,86.2,2487.0,30.04685202284464,1734.0700000000002,0.9811063054860004,-191.21000000000004,59.90722857093741,1289.552,7.653765222072122e+19
17245,107.95,1.94,27.981905505161382,2.92,28.68,-0.01,62.42,2736.0,28.6826442767563,1241.0100000000002,0.5782306623436776,1549.08,77.7435330071783,927.2340000000002,7.407117653553204e+19
17246,66.14,1.57,26.657606460997297,1.6,26.83,-0.02,100.24,1641.0,26.83273155097569,2002.13,1.5155730269126095,540.0,48.50865908669639,836.75,6.003690583669543e+19
17247,59.72,1.59,28.546260853405258,2.2,23.62,0.0,81.82,1602.0,23.622483287844624,1637.03,1.370060281312793,221.3499999999999,42.67217301834638,569.4527999999999,5.502864434182017e+18
17248,65.99,1.69,25.80617424394974,3.41,23.1,-0.01,83.67,1803.0,23.10493330065474,1673.99,1.2679193817245038,1038.62,48.96050561641757,540.1242000000001,8.79763593058472e+19
17249,128.1,1.63,35.0,2.1,48.21,0.99,118.27,3463.0,48.21408408295382,2377.48,0.923263075722092,2830.55,83.265,711.2256,1.3748115572868224e+20
17250,61.34,1.52,24.54545489665517,2.72,26.55,1.01,122.58,1840.0,26.549515235457065,2441.68,1.998369742419302,404.8,46.28381796639172,1339.1888,1.189156998905183e+20
17251,51.86,1.84,19.483339659751845,3.1,15.32,-0.0,68.67,1508.0,15.31781663516068,1364.15,1.3241419205553413,515.23,41.75594005245269,959.0172,8.151521625353506e+19
17252,83.17,1.95,20.446016483056265,3.5,21.87,-0.01,111.95,2319.0,21.8724523339908,2233.41,1.3460382349404834,-408.0999999999999,66.16504809104211,1293.4137999999998,6.597901212171747e+19
17253,61.34,1.88,21.698259497932067,2.92,17.36,0.01,67.11,1697.0,17.35513807152558,1345.5,1.09406586240626,1016.58,48.03028762396847,750.5816000000001,1.2012230591330068e+20
17254,66.87,1.69,26.73071794877581,2.31,23.41,-0.03,67.46,1757.0,23.413045761703025,1338.59,1.008823089576791,776.9,48.99516890765362,586.44,1.1391192886496703e+20
17255,43.14,1.57,21.188644282726823,2.59,17.5,-0.01,123.76,1096.0,17.501724207878617,2471.0,2.868799258229022,-842.78,33.99921885643165,973.3458,5.492115245892327e+19
17256,62.37,1.58,26.750559698794927,2.69,24.98,0.01,93.28,1815.0,24.98397692677455,1866.0,1.4955908289241624,-488.1300000000001,45.6856759158616,1375.1388,8.45333085662795e+19
17257,69.52,1.99,21.90963051893711,2.39,17.56,-0.01,110.6,1893.0,17.555112244640284,2211.42,1.5909090909090908,361.8,54.28842486323492,841.4639999999999,1.1572388102084636e+20
17258,61.85,1.87,18.6076962665904,3.0,17.69,-0.0,78.79,1601.0,17.687094283508248,1582.84,1.273888439773646,370.8299999999999,50.34113985911384,763.9368,6.056634705050879e+19
17259,73.07,1.62,25.976717809693103,3.22,27.84,-0.0,81.29,1997.0,27.84255448864501,1626.09,1.1124948679348572,1647.52,54.08881229645724,384.1652,1.1499608644382409e+20
17260,48.15,1.86,16.331603910323203,2.81,13.92,0.02,102.36,1118.0,13.917793964620184,2040.41,2.1258566978193145,397.4,40.28633271717938,651.48,4.810319516693704e+19
17261,94.74,1.86,27.597158572120733,2.51,27.38,-0.02,108.61,2458.0,27.38466874783212,2177.7200000000003,1.1464006755330378,1885.48,68.59445196877282,436.839,6.201335324140142e+19
17262,128.05,1.69,35.0,2.58,44.83,0.03,87.76,3548.0,44.83386436049159,1761.97,0.685357282311597,2068.37,83.23250000000002,800.8448000000001,1.0289387385284003e+20
17263,64.57,1.53,28.736856088105668,2.71,27.58,0.03,93.35,1824.0,27.58340809090521,1848.75,1.4457178256156111,-1009.58,46.01461202391017,1428.4908,1.106880338677108e+20
17264,48.65,1.67,26.38901812062553,3.0,17.44,-0.0,115.44,1232.0,17.444153608949765,2317.32,2.3728674203494347,-147.8499999999999,35.81174268431568,978.4766,9.05494909593399e+19
17265,84.19,1.63,32.786141033814594,2.89,31.69,0.01,105.6,2391.0,31.68730475366028,2107.8900000000003,1.2543057370233994,1299.29,56.5873478636315,734.1084000000001,1.1761395347825775e+20
17266,115.12,1.92,30.07103314703419,2.6,31.23,-0.02,124.28,3006.0,31.228298611111114,2488.37,1.0795691452397498,1855.92,80.50222664113424,909.84,1.6608527663555825e+20
17267,50.63,1.75,19.85524759721448,1.91,16.53,-0.01,93.16,1426.0,16.532244897959185,1889.01,1.840015800908552,32.799999999999955,40.57728814153031,914.4294,9.585052048388465e+19
17268,92.4,1.74,28.05762553338302,3.09,30.52,-0.03,113.16,2411.0,30.519223147047168,2252.05,1.2246753246753246,1163.67,66.47475400715409,987.5248,8.199551006204065e+19
17269,50.55,1.78,21.58702222635904,2.29,15.95,-0.03,113.56,1339.0,15.954424946345156,2254.33,2.24648862512364,599.13,39.63776026457551,590.184,8.915108477511927e+19
17270,122.26,1.93,32.2187110983686,3.39,32.82,0.0,82.81,3104.0,32.822357647185164,1662.08,0.6773270080157042,2031.2,82.86940381113455,1119.288,1.5396450427560726e+20
17271,62.27,1.58,26.31077063242505,2.7,24.94,-0.0,81.15,1864.0,24.94391924371094,1615.96,1.3031957603982656,414.32,45.886283127188925,1274.7696,7.277753973834586e+19
17272,52.46,1.85,20.44272252879084,2.49,15.33,0.0,98.15,1474.0,15.32797662527392,1957.84,1.8709492947007245,20.680000000000064,41.735747761396325,741.888,3.1365178393615217e+19
17273,62.38,1.77,22.195375526267565,2.3,19.91,0.01,93.49,1777.0,19.91126432378946,1892.72,1.4987175376723307,908.18,48.53452474671429,907.0512,7.435352116366154e+19
17274,54.87,1.56,21.840981181575152,2.71,22.55,-0.04,81.86,1584.0,22.54684418145956,1627.39,1.4918899216329506,261.05999999999995,42.88585362566971,1196.12,9.019286068116662e+19
17275,67.09,1.74,23.67929593565713,2.1,22.16,-0.03,100.62,1738.0,22.15946624388955,2013.63,1.4997764197346848,913.0,51.20356035676763,862.25,7.671915149783156e+19
17276,129.29,1.78,35.0,2.7,40.81,-0.0,69.53,3243.0,40.80608509026638,1398.76,0.53778327790239,2391.6,84.0385,914.6874,9.60716531533668e+19
17277,58.46,1.78,22.92071167817265,2.22,18.45,2.0,138.72,1693.0,18.45095316247949,2757.23,2.37290455011974,1130.98,45.06055195294027,617.9499999999999,1.1782562507623634e+20
17278,126.34,2.0,28.670752520377928,3.09,31.58,0.0,76.06,3449.0,31.585,1532.62,0.6020262782966598,1980.2,90.11737126575451,944.9008,8.136204477893486e+19
17279,70.67,1.68,24.730125706830343,2.47,25.04,0.0,119.51,1987.0,25.0389739229025,2389.85,1.6910994764397906,1214.8,53.193220162983,610.0848,7.812305532607629e+18
17280,85.78,1.89,27.043058165424256,3.58,24.01,-0.05,76.0,2131.0,24.01388538954677,1524.7,0.8859874096525997,1455.25,62.58246470569908,516.0078,6.058111207389344e+19
17281,96.54,1.71,35.0,2.8,33.02,-0.03,77.97,2604.0,33.01528675489895,1550.68,0.8076444996892479,1496.21,62.751000000000005,862.2684,7.189756558484816e+19
17282,107.32,1.66,35.0,2.8,38.95,2.02,119.64,2865.0,38.94614602990274,2376.47,1.1147968691762953,1817.73,69.758,804.2238000000001,1.3293965745308955e+20
17283,76.46,1.97,24.587581609392423,2.6,19.7,0.02,78.03,2130.0,19.70161560462779,1557.67,1.020533612346325,1026.0,57.66033510145854,804.0339999999999,8.564759209128075e+19
17284,59.37,1.51,26.95939382300172,1.92,26.04,0.03,94.85,1574.0,26.03833165212052,1893.39,1.5976082196395485,329.93000000000006,43.36420788728388,764.7499999999999,5.688882026829969e+19
17285,95.37,1.77,34.29343803507572,3.42,30.44,0.03,82.73,2446.0,30.44144402949344,1651.02,0.867463562965293,1375.83,62.66434814594829,797.4504000000001,1.3376621280771544e+20
17286,75.75,1.93,27.20467260131334,3.41,20.34,0.01,109.34,1996.0,20.336116405809552,2188.9500000000003,1.4434323432343237,1600.72,55.142460504505145,439.764,1.2592447926703138e+20
17287,72.16,1.77,26.127110815669568,3.1,23.03,-0.01,84.67,2029.0,23.03297264515305,1688.85,1.1733647450110865,920.2,53.30667683541285,751.2512,6.104039802926994e+19
17288,71.17,1.66,27.74134621950972,1.67,25.83,0.0,115.39,1797.0,25.827406009580493,2312.94,1.6213292117465223,995.1,51.42648389557493,544.6278,6.225492781130373e+19
17289,73.63,1.55,30.02759302698554,2.12,30.65,-0.01,123.0,2031.0,30.647242455775228,2460.28,1.670514735841369,1191.41,51.52068325423054,856.0421999999999,1.2413913165886626e+20
17290,59.83,1.7,20.47733977789948,2.7,20.7,3.96,157.46,1956.0,20.70242214532872,3139.58,2.6317900718703,-83.97000000000003,47.57840761088274,1444.128,1.3144566126818537e+20
17291,46.53,1.67,19.6296772876846,1.82,16.68,4.04,165.62,1371.0,16.683997274911256,3306.6400000000003,3.559424027509134,-306.79999999999995,37.39631115804036,922.7312,1.172443313958637e+20
17292,71.24,1.64,28.92546675203228,1.68,26.49,-0.02,99.68,1963.0,26.487209994051163,1990.4700000000005,1.3992139247613702,896.51,50.6334974858522,815.4726,1.2835901909916546e+20
17293,102.09,1.94,30.55199960955152,2.4,27.13,0.02,113.47,2739.0,27.12562440216814,2257.43,1.1114702713292193,1664.06,70.89946359860886,656.7132,1.3302800195036994e+20
17294,62.04,1.52,31.055949891636768,2.6,26.85,4.03,134.68,1750.0,26.852493074792243,2696.6,2.170857511283044,940.4,42.772888687228544,673.1640000000001,1.2419458556066814e+20
17295,77.62,1.92,23.8264332555909,3.31,21.06,-0.01,64.28,2227.0,21.055772569444446,1278.95,0.8281370780726617,1226.2,59.12592250701035,954.8188,7.414167430159761e+19
17296,120.56,1.87,31.818863236113543,3.2,34.48,-0.04,99.22,3154.0,34.476250393205405,1998.13,0.822992700729927,1896.4,82.19917848254153,949.3308,1.147888846137854e+20
17297,56.41,1.77,18.399206335810167,2.89,18.01,-0.0,97.0,1700.0,18.00568163682211,1936.76,1.7195532706966852,548.0,46.03100770596948,787.0559999999999,5.0821517403963286e+19
17298,57.24,1.77,22.415346809450863,2.09,18.27,1.03,132.91,1625.0,18.27061189313416,2665.46,2.321977638015374,185.0,44.409455486270325,753.8004,7.833270984711263e+19
17299,48.49,1.77,15.2272442309411,3.51,15.48,4.02,154.82,1449.0,15.477672444061412,3091.8,3.192823262528356,-326.47,41.10630927241666,985.0176,6.053682648128729e+19
17300,88.18,1.93,27.099027882079287,3.5,23.67,-0.01,90.31,2475.0,23.673118741442725,1816.53,1.024155137219324,70.75,64.28407721358249,1149.12,7.160632399599386e+19
17301,83.73,1.87,22.038231277513923,2.3,23.94,-0.04,121.61,2394.0,23.94406474305813,2440.38,1.4524065448465304,702.99,65.2773889513376,942.4384,1.3068970465775691e+20
17302,50.89,1.5,21.852221846710112,2.2,22.62,0.98,90.11,1341.0,22.61777777777778,1814.14,1.7706818628414227,469.8,39.769404302209225,923.7624,8.631024395002564e+19
17303,61.03,1.65,26.021623817341627,1.68,22.42,-0.01,90.91,1636.0,22.416896235078056,1815.03,1.4895952810093396,733.46,45.1490029842764,597.1784,5.104977815238246e+19
17304,45.35,1.5,26.09806341988388,1.7,20.16,0.0,112.25,1259.0,20.155555555555555,2266.42,2.475192943770673,146.80999999999997,33.514528239082665,620.9632,6.423300113996544e+19
17305,64.74,1.67,26.946954004386487,2.7,23.21,4.02,133.35,1909.0,23.213453332855245,2682.1,2.0597775718257645,-783.54,47.29454197756018,1285.168,7.126501328122482e+19
17306,51.7,1.61,21.876604818841827,2.01,19.95,-0.0,96.63,1400.0,19.94521816287952,1937.73,1.8690522243713728,131.74,40.389795308658776,967.4544,1.2589641078743076e+20
17307,66.25,1.67,24.180620063909743,1.47,23.75,-0.0,75.98,1820.0,23.754885438703432,1530.91,1.146867924528302,1078.4,50.2303392076598,679.182,5.30923450212302e+19
17308,83.87,2.0,23.71105585971484,3.51,20.97,0.03,98.15,2149.0,20.9675,1957.31,1.1702635030404196,-3.800000000000182,63.98353745045717,1332.8224,1.14375464015977e+20
17309,49.19,1.68,18.932342501541253,1.61,17.43,1.01,109.71,1477.0,17.42842970521542,2196.35,2.230331368164261,271.4000000000001,39.877180723491854,812.0076,5.729532019582415e+19
17310,40.41,1.76,17.341445250581444,2.11,13.05,1.0,118.53,1461.0,13.045583677685949,2376.87,2.9331848552338533,480.01,33.40232197424004,529.416,4.9396560498766045e+19
17311,69.24,1.76,21.51541834710128,2.01,22.35,0.02,126.32,1925.0,22.352789256198346,2524.79,1.8243789716926635,1096.3,54.34272433646707,620.7572,5.374020585507445e+19
17312,82.19,1.87,25.16859507810939,3.51,23.5,0.0,101.11,2205.0,23.50367468329091,2034.86,1.230198320963621,564.3299999999999,61.50393170530189,1064.3512,6.321417806248007e+19
17313,64.75,1.56,26.31540055169207,2.7,26.61,3.01,148.28,1721.0,26.606673241288625,2970.6,2.29003861003861,143.8499999999999,47.71077814277938,1104.4928,1.1734983349792044e+20
17314,51.26,1.69,23.16626448522736,3.01,17.95,0.02,105.92,1271.0,17.947550856062463,2112.54,2.066328521264144,-303.43000000000006,39.384972824872456,924.69,9.857911197639683e+19
17315,69.59,1.55,28.89812984227197,1.51,28.97,0.01,112.99,1827.0,28.965660770031214,2255.1800000000003,1.6236528236815633,812.45,49.47979144276294,594.9384,9.518980125615487e+19
17316,106.8,1.82,34.57061907501989,2.3,32.24,0.02,83.4,2860.0,32.24248279193334,1658.04,0.7808988764044944,1899.2,69.87857882787875,745.2,1.4420065191889864e+20
17317,52.74,1.57,18.897706950966235,2.21,21.4,0.01,83.29,1390.0,21.39640553369305,1660.16,1.5792567311338643,-60.819999999999936,42.773349354060414,885.4184,5.399327830129895e+19
17318,76.67,1.79,23.31967091574946,2.71,23.93,0.01,78.38,2190.0,23.92871633219937,1565.59,1.022303378113995,1349.0,58.790808308894896,792.8388,6.634596452983467e+19
17319,63.59,1.98,20.639592380111573,3.01,16.22,1.98,86.76,1883.0,16.22028364452607,1737.81,1.3643654662682811,241.8900000000001,50.465283205487054,952.1088,8.657252182665845e+19
17320,67.41,1.75,25.63448815626544,1.69,22.01,0.01,80.53,1686.0,22.01142857142857,1619.62,1.1946298768728676,868.34,50.12979153386147,682.0062,1.2648700378150873e+20
17321,68.15,1.63,25.62020234343708,2.42,25.65,0.03,91.67,2146.0,25.6501938349204,1832.01,1.34512105649303,1375.2,50.68983210294764,794.9214,6.778284802449718e+19
17322,94.43,1.62,35.0,3.1,35.98,0.02,107.89,2713.0,35.981557689376615,2161.56,1.1425394472095731,1900.08,61.37950000000001,780.5361999999999,7.757726927434939e+19
17323,112.73,1.63,35.0,3.39,42.43,-0.01,79.51,3093.0,42.42914674997178,1596.42,0.7053135811230373,1989.56,73.2745,713.898,8.639087043372402e+19
17324,114.84,1.67,35.0,2.5,41.18,0.0,111.32,3074.0,41.17752518914268,2214.9,0.9693486590038314,1748.1,74.646,983.8572,1.004511830687341e+20
17325,126.37,2.0,30.3889501487279,3.12,31.59,0.04,76.56,3373.0,31.5925,1537.8300000000002,0.6058399936693836,2067.4,87.96748369705256,946.6688,8.261391036496998e+19
17326,78.51,1.65,30.362870687249263,1.59,28.84,2.0,127.81,2296.0,28.8374655647383,2556.83,1.6279454846516366,1078.3,54.67211022344061,842.0826,7.21381919336599e+19
17327,42.95,1.78,19.96550068275696,2.6,13.56,0.94,83.54,1096.0,13.555737911879811,1670.01,1.9450523864959253,24.08999999999992,34.374817456755885,1035.9374,8.182231886167307e+19
17328,79.55,1.51,34.67426541911471,2.6,34.89,-0.0,71.95,2146.0,34.88882066576027,1439.98,0.9044626021370208,1401.48,51.966621859094246,511.455,6.986378765471847e+19
17329,82.84,1.95,22.813427439687,3.52,21.79,-0.01,111.32,2304.0,21.785667324128863,2224.09,1.3437952679864795,830.9300000000001,63.9413567089633,1279.7946,6.594718758783464e+19
17330,54.8,1.99,17.765173515517105,2.99,13.84,1.05,76.69,1620.0,13.83803439307088,1522.63,1.3994525547445256,113.95000000000005,45.06468491349662,754.3836,5.465077361885948e+19
17331,115.92,1.92,28.84200120232822,2.21,31.45,-0.06,105.99,3183.0,31.4453125,2111.67,0.9143374741200828,1373.09,82.48635220626112,1023.4996,1.4719976716920971e+20
17332,102.34,1.63,35.0,2.59,38.52,-0.01,102.81,2849.0,38.51857427829426,2064.69,1.004592534688294,1870.62,66.521,1000.7152,1.3002415822796782e+20
17333,61.32,1.8,20.082208551985303,3.09,18.93,-0.01,106.99,1617.0,18.925925925925924,2137.85,1.744781474233529,639.31,49.00558971592261,1092.8616,1.3382542473912567e+20
17334,65.05,1.57,26.31336088691077,2.42,26.39,-0.01,116.15,1739.0,26.390522942107182,2327.99,1.7855495772482708,368.49,47.93315874306455,694.9904,5.920693176289427e+19
17335,100.8,1.91,28.71652217796992,2.72,27.63,-0.0,104.67,2610.0,27.6308215235328,2099.52,1.0383928571428571,806.1199999999999,71.85374564460632,936.6142,7.131611865795526e+19
17336,82.39,1.84,24.44538216652361,3.5,24.34,0.98,107.48,2239.0,24.335420604914933,2148.32,1.304527248452482,216.46000000000004,62.2494496330012,1190.7243999999998,7.534918252694286e+19
17337,82.27,1.99,21.691233562519432,3.2,20.77,1.98,136.2,2326.0,20.77472791091133,2718.02,1.655524492524614,1367.26,64.42462214811526,1039.824,1.0536455174163982e+20
17338,67.73,1.61,28.45913787719195,1.78,26.13,0.01,129.43,1654.0,26.12939315612824,2589.38,1.9109700280525617,462.76,48.4546259157779,912.006,6.470084831503071e+19
17339,47.31,1.76,20.867499941748825,1.51,15.27,-0.0,119.5,1536.0,15.273114669421489,2372.76,2.525893045867681,389.29,37.43758577755863,731.1032,7.664650649464847e+19
17340,56.02,1.58,23.70430281236072,1.98,22.44,-0.02,103.15,1738.0,22.440314052235216,2061.87,1.841306676187076,663.4100000000001,42.74084956451553,1003.3958,6.304576084912691e+19
17341,45.32,1.63,21.11447547971245,2.09,17.06,0.99,83.6,1346.0,17.057472994843614,1668.88,1.844660194174757,575.6,35.75091971259432,729.5474000000002,6.976343832059042e+19
17342,58.6,1.61,28.208197413139967,2.7,22.61,-0.01,92.52,1537.0,22.607152501832488,1843.42,1.5788395904436858,-1177.91,42.06999631589998,1272.43,6.02570104796649e+19
17343,103.17,1.66,33.273628094330874,3.1,37.44,0.01,89.26,2702.0,37.4401219335172,1781.21,0.8651739846854706,1541.46,68.84159789507883,908.5296,7.534918252694286e+19
17344,84.23,1.76,26.421546708787368,3.5,27.19,0.01,99.87,2560.0,27.19201962809917,2001.4,1.1856820610233882,607.5999999999999,61.9751312071884,1177.2498,9.160558922201576e+19
17345,60.58,1.59,25.52758359189273,2.21,23.96,-0.0,80.89,1502.0,23.96265970491673,1625.36,1.335259161439419,488.16,45.11538986003138,573.919,5.461654731337334e+18
17346,50.62,1.98,17.09050073964938,2.4,12.91,-0.06,71.06,1416.0,12.911947760432607,1410.31,1.4037929672066378,814.85,41.96878852558949,611.4108,6.18778295308184e+19
17347,126.01,2.0,29.713734838426912,3.11,31.5,-0.01,76.73,3269.0,31.5025,1523.92,0.6089199269899215,1473.8,88.56772273009824,946.424,8.243957280829887e+19
17348,120.87,1.85,34.56741004910132,3.61,35.32,1.03,112.16,3202.0,35.31628926223521,2231.77,0.9279391081327044,2342.9,79.08837147365124,535.9506,1.602013172048712e+20
17349,119.77,1.83,35.0,2.51,35.76,-0.02,88.02,3221.0,35.76398220311146,1769.0,0.734908574768306,1850.49,77.8505,717.6208,7.691923703186384e+19
17350,109.93,1.76,32.12426509291569,3.41,35.49,4.01,113.35,3094.0,35.488765495867774,2258.76,1.0311107068134266,2134.8,74.61579538335778,814.4916000000001,1.4745752127765471e+20
17351,49.01,1.61,24.269892177381827,2.9,18.91,0.01,77.04,1415.0,18.90744955827321,1527.63,1.5719240971230364,-219.98,37.115325843865165,951.939,9.181810166509457e+19
17352,68.47,1.76,22.5921554839205,2.41,22.1,2.01,130.03,1862.0,22.1042097107438,2606.7200000000003,1.899079889002483,873.96,53.00115114015963,911.4336,5.708474437561958e+19
17353,57.4,1.77,18.2998477134217,2.7,18.32,-0.01,80.9,1543.0,18.3216827859172,1624.5500000000002,1.4094076655052266,-830.8000000000002,46.895887412495945,1187.1655999999998,1.0303501766859258e+20
17354,102.22,1.85,29.66393196258145,2.41,29.87,0.0,94.13,2842.0,29.867056245434625,1877.45,0.9208569751516336,1784.48,71.89752874784924,1074.9522,1.2358578708425684e+20
17355,74.87,1.72,24.86675000024042,1.9,25.31,0.02,70.27,1927.0,25.307598702001087,1398.73,0.9385601709630024,1074.95,56.25226427482,702.8037999999999,1.1460785195600162e+20
17356,66.09,1.73,23.47824668796548,2.01,22.08,0.01,93.13,1732.0,22.082261351866084,1859.29,1.4091390528067784,633.0999999999999,50.57322676392362,789.543,9.857911197639683e+19
17357,69.3,1.96,20.306567340684754,2.01,18.04,0.01,96.38,2052.0,18.039358600583093,1936.35,1.3907647907647906,1417.8200000000002,55.22754883290546,646.176,6.28014935796977e+19
17358,60.49,1.63,26.534298717454675,3.4,22.77,-0.02,91.72,1668.0,22.76713463058452,1829.83,1.5162836832534303,1143.78,44.43940270581167,385.0662,1.172179688851843e+20
17359,113.02,1.85,29.787724634682668,3.6,33.02,0.96,113.39,3100.0,33.02264426588751,2253.46,1.0032737568571934,1823.48,79.35391361788164,827.0147999999999,8.736355858746973e+19
17360,58.1,1.69,22.74096683523068,2.39,20.34,-0.01,91.01,1603.0,20.34242498511957,1819.24,1.5664371772805508,45.40000000000009,44.88749826873097,824.4896,8.520830950266084e+19
17361,48.71,1.67,20.4736558678227,3.01,17.47,0.02,116.08,1168.0,17.46566746746029,2315.8,2.383083555738041,-45.29999999999996,38.73728222678356,967.5732,8.764906430921694e+19
17362,81.94,1.79,24.91913694730433,3.52,25.57,0.0,93.05,2250.0,25.57348397365875,1863.89,1.135587014888943,492.4000000000001,61.52125918537883,1179.5186,8.443444072528639e+19
17363,47.8,1.65,22.934729566111123,2.51,17.56,0.01,97.61,1285.0,17.55739210284665,1953.09,2.042050209205021,-44.78999999999997,36.83719926739888,736.604,6.021293296459792e+19
17364,67.27,1.6,24.452253559887453,2.41,26.28,-0.0,100.17,1753.0,26.27734375,1995.65,1.489073881373569,1350.77,50.82096903026371,425.7068,8.437516876165228e+19
17365,84.48,1.79,31.97166906357764,2.42,26.37,-0.0,101.03,2318.0,26.36621828282513,2026.55,1.195904356060606,1461.91,57.47033397508961,875.5305999999999,1.2990871528103187e+20
17366,60.2,1.79,17.56759267219454,2.71,18.79,-0.01,90.25,1757.0,18.78842732748666,1792.21,1.4991694352159468,-1057.9299999999998,49.62430921133889,1364.8159999999998,7.948735165542336e+19
17367,62.47,1.6,22.80399254069276,1.71,24.4,-0.01,95.34,1771.0,24.40234375,1905.16,1.5261725628301586,582.01,48.22434585982923,779.724,9.58284318137921e+19
17368,59.15,1.63,21.459814700851403,2.71,22.26,0.01,107.97,1689.0,22.26278745906884,2170.69,1.8253592561284868,-927.9,46.45651960444639,1293.3342,9.353384204215378e+19
